DateTime;Ciśnienie, Powietrze, Silnik, LB, [0] Rozruch SG [MPa];Ciśnienie, Powietrze, Silnik, PB, [1] Rozruch SG [MPa];Ciśnienie, Powietrze, ZP1, [2] Rozruch, ZP1 [MPa];Ciśnienie, Powietrze, ZAP, [3] Rozruch, PLC3 [MPa];Ciśnienie, Powietrze, ZP2, [4] Rozruch, ZP2 [MPa];Temperatura, Sprężarka pow. rozruchu, [5] Powietrze, Wlot [°C];Temperatura, Sprężarka pow. rozruchu, [6] Powietrze, Wylot [°C];Ciśnienie, Magistrala przed zbiornikami, [7] Powietrze [MPa];Ciśnienie, Magistrala przed zbiornikami, [8] Sprężone Powietrze [MPa];
2020-12-18 07:19:58;218.86;267.45;58.81;301.34;217.71;244.77;308.84;33.27;12.51;
2020-12-18 07:20:00;216.38;263.64;59.15;300.43;215.74;242.02;311.74;31.93;16.19;
2020-12-18 07:20:02;211.83;260.42;60.81;299.64;220.19;241.71;314.89;36.82;18.99;
2020-12-18 07:20:04;208.71;255.84;60.61;300.55;221.27;246.62;311.8;33.17;21.02;
2020-12-18 07:20:06;204.68;252.94;57.26;297.72;224.75;242.45;307.03;33.45;16.54;
2020-12-18 07:20:08;209.55;253.96;53.56;300.03;225.02;246.63;303.49;32.35;19.41;
2020-12-18 07:20:10;213.86;254.58;49.2;299.86;228.59;246.42;299.99;31.79;15.85;
2020-12-18 07:20:12;215.09;259.52;47.32;304.47;226.73;249.01;297.5;33.76;19.65;
2020-12-18 07:20:14;213.67;258.26;44.59;308.34;223.12;244.73;300.3;37.62;16.55;
2020-12-18 07:20:16;215.65;260.69;47.86;306.49;224.43;240.82;295.41;39.78;20.7;
2020-12-18 07:20:18;214.68;259.02;48.82;309.54;223.13;242.11;299.22;43.52;17.71;
2020-12-18 07:20:20;210.92;260.52;53.22;307;221.09;245.96;299.63;48.4;19.2;
2020-12-18 07:20:22;210.86;265.52;54.65;304.17;225.05;243.42;301.42;47.17;19.98;
2020-12-18 07:20:24;211.28;267.61;53.23;299.97;228.99;247.97;301.06;50.69;24.35;
2020-12-18 07:20:26;212.16;264.42;51.16;298.8;228.28;245.58;297.41;53.39;22.66;
2020-12-18 07:20:28;207.69;265.77;54.76;296.49;224.05;240.74;298.95;55.1;26.43;
2020-12-18 07:20:30;212.26;266.23;53.04;294.17;221.44;245.11;302.7;57.06;30.41;
2020-12-18 07:20:32;214.78;263.75;54.65;294.54;222.78;240.7;301.32;59.19;28.22;
2020-12-18 07:20:34;216.07;265.11;53.61;292.23;225.58;239.56;301.62;61.84;33.13;
2020-12-18 07:20:36;220.71;265.22;56.85;287.8;224.9;239.36;299.51;65.55;35.18;
2020-12-18 07:20:38;225.04;264.65;56.93;289.99;222.02;237;295.03;69.16;30.77;
2020-12-18 07:20:40;225.7;268.61;57.87;285.06;225.65;233.57;292.88;66;29.7;
2020-12-18 07:20:42;223.72;266.33;57.23;289.69;222.24;236.4;288.71;61.7;30.34;
2020-12-18 07:20:44;219.78;264.49;52.71;287.93;225.95;239.11;292.31;62.12;27.83;
2020-12-18 07:20:46;223.64;262.84;57.64;291.55;230.84;240.43;291.86;57.35;23.74;
2020-12-18 07:20:48;223.14;263.53;53.01;287;231.79;237.58;290.58;61.2;23.05;
2020-12-18 07:20:50;218.23;260.24;50.59;284.09;228.97;234.36;291.5;58.41;27.97;
2020-12-18 07:20:52;217.24;255.56;54.46;284.87;230.01;234.99;289.3;61.38;30.13;
2020-12-18 07:20:54;216.91;257.78;56.36;281.89;233.39;230.57;292.4;57.65;34.86;
2020-12-18 07:20:56;215.35;253.5;55.39;280.25;237.47;229.83;296.67;58.28;39.06;
2020-12-18 07:20:58;218.85;256.82;52.61;279.89;239.14;225.01;295.41;54.67;35.05;
2020-12-18 07:21:00;220.97;257.32;55.29;283.83;236.14;224.03;297.53;49.98;33.83;
2020-12-18 07:21:02;225.22;259.09;51.61;286.01;240.35;222.44;294.86;50.62;30.77;
2020-12-18 07:21:04;222.62;258.01;49.57;287.85;243.32;218.94;298.6;47.92;35.52;
2020-12-18 07:21:06;226.74;259.42;53.25;286.4;240.96;215.32;299.8;45.25;38.95;
2020-12-18 07:21:08;229.41;254.87;57.1;284.03;238.66;218.56;302.27;43.68;37.65;
2020-12-18 07:21:10;230.22;254.95;57.25;284.75;235.27;215.62;298.59;40.63;33.7;
2020-12-18 07:21:12;230.76;253.7;59.46;284.78;231.75;220.17;299.42;43.54;35.19;
2020-12-18 07:21:14;234.59;250.02;59.65;280.8;227.29;219.48;301.57;48.13;38.48;
2020-12-18 07:21:16;237.37;246.11;57.78;280.59;223.81;219.28;299.53;47.44;33.94;
2020-12-18 07:21:18;234.7;245.99;59.53;277.03;228.15;216.69;295.34;50.65;29.12;
2020-12-18 07:21:20;230.02;241.99;57.08;278.92;226.41;219.2;294.47;54.44;28.53;
2020-12-18 07:21:22;226.91;246;53.64;282.49;225.81;219.78;293.94;52.21;26.9;
2020-12-18 07:21:24;229.08;249.67;56.35;280.01;225.98;217.78;292.82;49.32;26.09;
2020-12-18 07:21:26;224.91;249.72;54.02;278.75;224.19;216.77;289.7;48.82;22.21;
2020-12-18 07:21:28;223.82;250.38;53.43;280.12;227.64;216.6;284.91;49.26;20.38;
2020-12-18 07:21:30;225.62;254.19;51.21;278.87;225.76;211.96;285.95;50.94;15.5;
2020-12-18 07:21:32;230.1;254.34;48.75;279.14;227.28;211.77;283.01;51.33;12.8;
2020-12-18 07:21:34;229.71;252.84;51.82;279.31;229.21;216.04;285.72;47.63;16.83;
2020-12-18 07:21:36;231.2;256.47;51.3;276.54;231.04;218.75;284.31;48.46;12.47;
2020-12-18 07:21:38;231.36;258.46;52.35;273.51;235.91;218.06;286.05;46.63;17.26;
2020-12-18 07:21:40;229.97;254.91;50.35;269.7;236.09;220.8;285.08;50.05;17.32;
2020-12-18 07:21:42;229.4;259.28;54.54;270.68;240.52;218.64;283.23;48.93;20.66;
2020-12-18 07:21:44;225.24;256.05;53.99;272.22;245.4;218.75;278.86;45.88;16.97;
2020-12-18 07:21:46;229.24;258.72;49.3;271.78;248.14;222.9;277.53;43.53;21.47;
2020-12-18 07:21:48;228.39;263.53;51.14;269.45;244.97;227.83;281.78;48.24;19.73;
2020-12-18 07:21:50;231.02;259.79;48.99;271.93;246.02;224.35;279.68;50.12;15.28;
2020-12-18 07:21:52;231.24;256.14;47.91;273.48;242.81;225.47;275.53;52.45;20.03;
2020-12-18 07:21:54;234.71;258.71;50.28;275.81;240.04;229.06;278.57;54.23;17.35;
2020-12-18 07:21:56;238.46;259.06;55.18;280.49;235.66;226.81;282.01;56.49;14.5;
2020-12-18 07:21:58;238.61;261.74;55.29;278.01;232.07;224.76;277.49;60.21;14.92;
2020-12-18 07:22:00;236.92;265.47;56.71;274.9;231.09;229.29;280.04;59.49;11.34;
2020-12-18 07:22:02;238.9;270.3;51.98;279.51;227.25;231.07;280.86;63.19;15.21;
2020-12-18 07:22:04;242.12;271.35;53.11;284.4;224.26;232.71;278.42;63.92;19.79;
2020-12-18 07:22:06;246.69;269.65;52;288.52;220.81;229.53;274.12;63.69;21.92;
2020-12-18 07:22:08;242.58;268.69;47.72;290.49;218.39;225.29;277.76;59.55;25.19;
2020-12-18 07:22:10;238.55;263.78;43.26;288.32;220.15;223.57;274.97;56.94;23.62;
2020-12-18 07:22:12;241.83;267.26;43.53;288.97;217.49;226.38;273.16;61.89;24.07;
2020-12-18 07:22:14;246.61;269.51;47.37;287.12;222.16;225.39;270.77;64.12;26.38;
2020-12-18 07:22:16;243.77;265.99;51.79;283.47;218.78;226.7;269.23;59.19;26.93;
2020-12-18 07:22:18;244.62;267.34;53.19;285.52;218.57;224.07;265.46;62.93;22.38;
2020-12-18 07:22:20;246.74;262.83;57.35;286.13;218.28;228.51;264.58;66.05;24.28;
2020-12-18 07:22:22;247.6;267.75;53.3;289.59;214.01;227.42;267.49;61.1;22.87;
2020-12-18 07:22:24;247.65;268.23;51.28;293.21;218.07;227;270.26;65.64;17.98;
2020-12-18 07:22:26;249.37;265.08;51.65;290.52;218.92;225.8;269.38;66.61;13.38;
2020-12-18 07:22:28;254.14;260.19;47.77;291.59;223.79;222.45;267.73;66.52;13.28;
2020-12-18 07:22:30;256.6;259.34;48.84;289.18;227.94;220.78;263.15;71.17;13.5;
2020-12-18 07:22:32;257.97;263.38;48.88;286.62;224.92;223.74;265.87;66.56;15.76;
2020-12-18 07:22:34;253.17;267.3;44.88;291.29;225.9;219.24;266.45;70.45;14.01;
2020-12-18 07:22:36;257.78;270.2;43.02;292.21;224.75;214.62;264.74;70.58;17.01;
